x-axis,1,2,3
-24.60000E-03,+2.31875002E+00,+2.81250000E+00,+3.00574994E+00
-24.58000E-03,+1.94375002E+00,+2.84375000E+00,+2.72449994E+00
-24.56000E-03,+1.50625002E+00,+2.56250000E+00,+2.22449994E+00
-24.54000E-03,+1.03750002E+00,+2.09375000E+00,+1.56824994E+00
-24.52000E-03,+725.00002E-03,+1.43750000E+00,+911.99994E-03
-24.50000E-03,+693.75002E-03,+843.75000E-03,+443.24994E-03
-24.48000E-03,+850.00002E-03,+531.25000E-03,+318.24994E-03
-24.46000E-03,+1.22500002E+00,+375.00000E-03,+443.24994E-03
-24.44000E-03,+1.69375002E+00,+625.00000E-03,+911.99994E-03
-24.42000E-03,+2.13125002E+00,+1.06250000E+00,+1.56824994E+00
-24.40000E-03,+2.44375002E+00,+1.68750000E+00,+2.22449994E+00
-24.38000E-03,+2.50625002E+00,+2.28125000E+00,+2.78699994E+00
-24.36000E-03,+2.35000002E+00,+2.71875000E+00,+2.97449994E+00
-24.34000E-03,+2.03750002E+00,+2.87500000E+00,+2.88074994E+00
-24.32000E-03,+1.56875002E+00,+2.71875000E+00,+2.41199994E+00
-24.30000E-03,+1.13125002E+00,+2.25000000E+00,+1.78699994E+00
-24.28000E-03,+787.50002E-03,+1.68750000E+00,+1.09949994E+00
-24.26000E-03,+693.75002E-03,+1.00000000E+00,+505.74994E-03
-24.24000E-03,+881.25002E-03,+562.50000E-03,+318.24994E-03
-24.22000E-03,+1.19375002E+00,+375.00000E-03,+380.74994E-03
-24.20000E-03,+1.66250002E+00,+531.25000E-03,+818.24994E-03
-24.18000E-03,+2.13125002E+00,+968.75000E-03,+1.44324994E+00
-24.16000E-03,+2.41250002E+00,+1.56250000E+00,+2.16199994E+00
-24.14000E-03,+2.53750002E+00,+2.21875000E+00,+2.72449994E+00
-24.12000E-03,+2.38125002E+00,+2.68750000E+00,+3.00574994E+00
-24.10000E-03,+2.00625002E+00,+2.87500000E+00,+2.91199994E+00
-24.08000E-03,+1.56875002E+00,+2.71875000E+00,+2.41199994E+00
-24.06000E-03,+1.10000002E+00,+2.28125000E+00,+1.75574994E+00
-24.04000E-03,+756.25002E-03,+1.62500000E+00,+1.06824994E+00
-24.02000E-03,+693.75002E-03,+1.00000000E+00,+536.99994E-03
-24.00000E-03,+881.25002E-03,+562.50000E-03,+286.99994E-03
-23.98000E-03,+1.25625002E+00,+375.00000E-03,+411.99994E-03
-23.96000E-03,+1.75625002E+00,+593.75000E-03,+880.74994E-03
-23.94000E-03,+2.22500002E+00,+1.06250000E+00,+1.56824994E+00
-23.92000E-03,+2.47500002E+00,+1.71875000E+00,+2.28699994E+00
-23.90000E-03,+2.53750002E+00,+2.31250000E+00,+2.81824994E+00
-23.88000E-03,+2.28750002E+00,+2.75000000E+00,+3.03699994E+00
-23.86000E-03,+1.85000002E+00,+2.84375000E+00,+2.78699994E+00
-23.84000E-03,+1.41250002E+00,+2.56250000E+00,+2.25574994E+00
-23.82000E-03,+912.50002E-03,+2.06250000E+00,+1.53699994E+00
-23.80000E-03,+693.75002E-03,+1.43750000E+00,+849.49994E-03
-23.78000E-03,+756.25002E-03,+812.50000E-03,+380.74994E-03
-23.76000E-03,+1.03750002E+00,+468.75000E-03,+286.99994E-03
-23.74000E-03,+1.50625002E+00,+468.75000E-03,+568.24994E-03
-23.72000E-03,+1.97500002E+00,+781.25000E-03,+1.13074994E+00
-23.70000E-03,+2.35000002E+00,+1.31250000E+00,+1.91199994E+00
-23.68000E-03,+2.56875002E+00,+2.03125000E+00,+2.53699994E+00
-23.66000E-03,+2.41250002E+00,+2.56250000E+00,+2.97449994E+00
-23.64000E-03,+2.03750002E+00,+2.84375000E+00,+2.94324994E+00
-23.62000E-03,+1.53750002E+00,+2.75000000E+00,+2.53699994E+00
-23.60000E-03,+1.06875002E+00,+2.34375000E+00,+1.84949994E+00
-23.58000E-03,+756.25002E-03,+1.71875000E+00,+1.09949994E+00
-23.56000E-03,+725.00002E-03,+1.03125000E+00,+536.99994E-03
-23.54000E-03,+943.75002E-03,+593.75000E-03,+286.99994E-03
-23.52000E-03,+1.35000002E+00,+375.00000E-03,+443.24994E-03
-23.50000E-03,+1.88125002E+00,+625.00000E-03,+974.49994E-03
-23.48000E-03,+2.28750002E+00,+1.09375000E+00,+1.66199994E+00
-23.46000E-03,+2.53750002E+00,+1.81250000E+00,+2.41199994E+00
-23.44000E-03,+2.44375002E+00,+2.43750000E+00,+2.84949994E+00
-23.42000E-03,+2.13125002E+00,+2.78125000E+00,+2.97449994E+00
-23.40000E-03,+1.63125002E+00,+2.81250000E+00,+2.69324994E+00
-23.38000E-03,+1.10000002E+00,+2.43750000E+00,+2.00574994E+00
-23.36000E-03,+787.50002E-03,+1.81250000E+00,+1.25574994E+00
-23.34000E-03,+693.75002E-03,+1.12500000E+00,+630.74994E-03
-23.32000E-03,+881.25002E-03,+593.75000E-03,+318.24994E-03
-23.30000E-03,+1.35000002E+00,+437.50000E-03,+411.99994E-03
-23.28000E-03,+1.91250002E+00,+593.75000E-03,+943.24994E-03
-23.26000E-03,+2.35000002E+00,+1.09375000E+00,+1.66199994E+00
-23.24000E-03,+2.47500002E+00,+1.78125000E+00,+2.41199994E+00
-23.22000E-03,+2.41250002E+00,+2.40625000E+00,+2.88074994E+00
-23.20000E-03,+2.06875002E+00,+2.78125000E+00,+2.97449994E+00
-23.18000E-03,+1.50625002E+00,+2.78125000E+00,+2.59949994E+00
-23.16000E-03,+1.06875002E+00,+2.40625000E+00,+1.97449994E+00
-23.14000E-03,+693.75002E-03,+1.75000000E+00,+1.19324994E+00
-23.12000E-03,+756.25002E-03,+1.06250000E+00,+568.24994E-03
-23.10000E-03,+1.03750002E+00,+625.00000E-03,+286.99994E-03
-23.08000E-03,+1.50625002E+00,+468.75000E-03,+474.49994E-03
-23.06000E-03,+2.00625002E+00,+687.50000E-03,+1.06824994E+00
-23.04000E-03,+2.38125002E+00,+1.25000000E+00,+1.84949994E+00
-23.02000E-03,+2.53750002E+00,+1.93750000E+00,+2.53699994E+00
-23.00000E-03,+2.35000002E+00,+2.53125000E+00,+2.94324994E+00
-22.98000E-03,+1.88125002E+00,+2.81250000E+00,+2.91199994E+00
-22.96000E-03,+1.38125002E+00,+2.71875000E+00,+2.44324994E+00
-22.94000E-03,+912.50002E-03,+2.21875000E+00,+1.69324994E+00
-22.92000E-03,+662.50002E-03,+1.53125000E+00,+911.99994E-03
-22.90000E-03,+787.50002E-03,+843.75000E-03,+380.74994E-03
-22.88000E-03,+1.16250002E+00,+500.00000E-03,+318.24994E-03
-22.86000E-03,+1.75625002E+00,+500.00000E-03,+661.99994E-03
-22.84000E-03,+2.19375002E+00,+906.25000E-03,+1.34949994E+00
-22.82000E-03,+2.50625002E+00,+1.53125000E+00,+2.19324994E+00
-22.80000E-03,+2.44375002E+00,+2.21875000E+00,+2.75574994E+00
-22.78000E-03,+2.13125002E+00,+2.68750000E+00,+2.97449994E+00
-22.76000E-03,+1.60000002E+00,+2.78125000E+00,+2.69324994E+00
-22.74000E-03,+1.06875002E+00,+2.50000000E+00,+2.09949994E+00
-22.72000E-03,+725.00002E-03,+1.84375000E+00,+1.25574994E+00
-22.70000E-03,+693.75002E-03,+1.18750000E+00,+630.74994E-03
-22.68000E-03,+1.00625002E+00,+656.25000E-03,+349.49994E-03
-22.66000E-03,+1.53750002E+00,+437.50000E-03,+474.49994E-03
-22.64000E-03,+2.06875002E+00,+718.75000E-03,+1.06824994E+00
-22.62000E-03,+2.47500002E+00,+1.25000000E+00,+1.84949994E+00
-22.60000E-03,+2.47500002E+00,+1.96875000E+00,+2.56824994E+00
-22.58000E-03,+2.22500002E+00,+2.56250000E+00,+2.97449994E+00
-22.56000E-03,+1.75625002E+00,+2.78125000E+00,+2.84949994E+00
-22.54000E-03,+1.19375002E+00,+2.62500000E+00,+2.28699994E+00
-22.52000E-03,+818.75002E-03,+2.06250000E+00,+1.44324994E+00
-22.50000E-03,+693.75002E-03,+1.37500000E+00,+755.74994E-03
-22.48000E-03,+943.75002E-03,+750.00000E-03,+380.74994E-03
-22.46000E-03,+1.44375002E+00,+500.00000E-03,+443.24994E-03
-22.44000E-03,+2.00625002E+00,+625.00000E-03,+943.24994E-03
-22.42000E-03,+2.44375002E+00,+1.12500000E+00,+1.69324994E+00
-22.40000E-03,+2.53750002E+00,+1.84375000E+00,+2.41199994E+00
-22.38000E-03,+2.25625002E+00,+2.50000000E+00,+2.88074994E+00
-22.36000E-03,+1.78750002E+00,+2.75000000E+00,+2.81824994E+00
-22.34000E-03,+1.22500002E+00,+2.59375000E+00,+2.34949994E+00
-22.32000E-03,+787.50002E-03,+2.12500000E+00,+1.59949994E+00
-22.30000E-03,+725.00002E-03,+1.43750000E+00,+786.99994E-03
-22.28000E-03,+975.00002E-03,+812.50000E-03,+411.99994E-03
-22.26000E-03,+1.44375002E+00,+500.00000E-03,+443.24994E-03
-22.24000E-03,+2.03750002E+00,+593.75000E-03,+943.24994E-03
-22.22000E-03,+2.44375002E+00,+1.12500000E+00,+1.72449994E+00
-22.20000E-03,+2.47500002E+00,+1.84375000E+00,+2.47449994E+00
-22.18000E-03,+2.22500002E+00,+2.46875000E+00,+2.88074994E+00
-22.16000E-03,+1.69375002E+00,+2.75000000E+00,+2.81824994E+00
-22.14000E-03,+1.13125002E+00,+2.59375000E+00,+2.31824994E+00
-22.12000E-03,+756.25002E-03,+2.06250000E+00,+1.50574994E+00
-22.10000E-03,+756.25002E-03,+1.34375000E+00,+755.74994E-03
-22.08000E-03,+1.03750002E+00,+781.25000E-03,+411.99994E-03
-22.06000E-03,+1.60000002E+00,+531.25000E-03,+505.74994E-03
-22.04000E-03,+2.16250002E+00,+718.75000E-03,+1.06824994E+00
-22.02000E-03,+2.47500002E+00,+1.28125000E+00,+1.84949994E+00
-22.00000E-03,+2.44375002E+00,+2.00000000E+00,+2.53699994E+00
-21.98000E-03,+2.10000002E+00,+2.50000000E+00,+2.91199994E+00
-21.96000E-03,+1.50625002E+00,+2.75000000E+00,+2.72449994E+00
-21.94000E-03,+1.00625002E+00,+2.46875000E+00,+2.09949994E+00
-21.92000E-03,+725.00002E-03,+1.84375000E+00,+1.28699994E+00
-21.90000E-03,+787.50002E-03,+1.18750000E+00,+630.74994E-03
-21.88000E-03,+1.19375002E+00,+656.25000E-03,+349.49994E-03
-21.86000E-03,+1.81875002E+00,+562.50000E-03,+661.99994E-03
-21.84000E-03,+2.31875002E+00,+875.00000E-03,+1.34949994E+00
-21.82000E-03,+2.50625002E+00,+1.53125000E+00,+2.09949994E+00
-21.80000E-03,+2.31875002E+00,+2.25000000E+00,+2.72449994E+00
-21.78000E-03,+1.85000002E+00,+2.62500000E+00,+2.91199994E+00
-21.76000E-03,+1.22500002E+00,+2.68750000E+00,+2.47449994E+00
-21.74000E-03,+818.75002E-03,+2.21875000E+00,+1.72449994E+00
-21.72000E-03,+693.75002E-03,+1.56250000E+00,+943.24994E-03
-21.70000E-03,+975.00002E-03,+937.50000E-03,+443.24994E-03
-21.68000E-03,+1.56875002E+00,+562.50000E-03,+505.74994E-03
-21.66000E-03,+2.13125002E+00,+687.50000E-03,+974.49994E-03
-21.64000E-03,+2.47500002E+00,+1.15625000E+00,+1.75574994E+00
-21.62000E-03,+2.44375002E+00,+1.90625000E+00,+2.47449994E+00
-21.60000E-03,+2.10000002E+00,+2.43750000E+00,+2.88074994E+00
-21.58000E-03,+1.44375002E+00,+2.68750000E+00,+2.69324994E+00
-21.56000E-03,+881.25002E-03,+2.40625000E+00,+2.06824994E+00
-21.54000E-03,+693.75002E-03,+1.84375000E+00,+1.28699994E+00
-21.52000E-03,+818.75002E-03,+1.15625000E+00,+661.99994E-03
-21.50000E-03,+1.35000002E+00,+656.25000E-03,+411.99994E-03
-21.48000E-03,+1.94375002E+00,+625.00000E-03,+786.99994E-03
-21.46000E-03,+2.38125002E+00,+1.00000000E+00,+1.47449994E+00
-21.44000E-03,+2.50625002E+00,+1.62500000E+00,+2.25574994E+00
-21.42000E-03,+2.19375002E+00,+2.31250000E+00,+2.75574994E+00
-21.40000E-03,+1.66250002E+00,+2.65625000E+00,+2.75574994E+00
-21.38000E-03,+1.03750002E+00,+2.53125000E+00,+2.25574994E+00
-21.36000E-03,+725.00002E-03,+2.03125000E+00,+1.47449994E+00
-21.34000E-03,+818.75002E-03,+1.34375000E+00,+755.74994E-03
-21.32000E-03,+1.22500002E+00,+781.25000E-03,+443.24994E-03
-21.30000E-03,+1.85000002E+00,+625.00000E-03,+630.74994E-03
-21.28000E-03,+2.35000002E+00,+906.25000E-03,+1.31824994E+00
-21.26000E-03,+2.50625002E+00,+1.53125000E+00,+2.13074994E+00
-21.24000E-03,+2.25625002E+00,+2.18750000E+00,+2.66199994E+00
-21.22000E-03,+1.69375002E+00,+2.59375000E+00,+2.75574994E+00
-21.20000E-03,+1.10000002E+00,+2.56250000E+00,+2.31824994E+00
-21.18000E-03,+725.00002E-03,+2.12500000E+00,+1.56824994E+00
-21.16000E-03,+756.25002E-03,+1.40625000E+00,+880.74994E-03
-21.14000E-03,+1.19375002E+00,+843.75000E-03,+474.49994E-03
-21.12000E-03,+1.78750002E+00,+625.00000E-03,+630.74994E-03
-21.10000E-03,+2.35000002E+00,+875.00000E-03,+1.25574994E+00
-21.08000E-03,+2.50625002E+00,+1.43750000E+00,+2.03699994E+00
-21.06000E-03,+2.25625002E+00,+2.12500000E+00,+2.66199994E+00
-21.04000E-03,+1.69375002E+00,+2.56250000E+00,+2.75574994E+00
-21.02000E-03,+1.10000002E+00,+2.56250000E+00,+2.34949994E+00
-21.00000E-03,+725.00002E-03,+2.09375000E+00,+1.56824994E+00
-20.98000E-03,+818.75002E-03,+1.40625000E+00,+849.49994E-03
-20.96000E-03,+1.25625002E+00,+843.75000E-03,+505.74994E-03
-20.94000E-03,+1.85000002E+00,+656.25000E-03,+724.49994E-03
-20.92000E-03,+2.41250002E+00,+968.75000E-03,+1.34949994E+00
-20.90000E-03,+2.53750002E+00,+1.53125000E+00,+2.09949994E+00
-20.88000E-03,+2.16250002E+00,+2.18750000E+00,+2.66199994E+00
-20.86000E-03,+1.63125002E+00,+2.56250000E+00,+2.69324994E+00
-20.84000E-03,+1.00625002E+00,+2.50000000E+00,+2.22449994E+00
-20.82000E-03,+756.25002E-03,+2.00000000E+00,+1.44324994E+00
-20.80000E-03,+850.00002E-03,+1.34375000E+00,+786.99994E-03
-20.78000E-03,+1.41250002E+00,+812.50000E-03,+505.74994E-03
-20.76000E-03,+2.00625002E+00,+687.50000E-03,+786.99994E-03
-20.74000E-03,+2.44375002E+00,+1.03125000E+00,+1.47449994E+00
-20.72000E-03,+2.47500002E+00,+1.65625000E+00,+2.28699994E+00
-20.70000E-03,+2.06875002E+00,+2.28125000E+00,+2.72449994E+00
-20.68000E-03,+1.44375002E+00,+2.59375000E+00,+2.63074994E+00
-20.66000E-03,+912.50002E-03,+2.37500000E+00,+2.06824994E+00
-20.64000E-03,+725.00002E-03,+1.84375000E+00,+1.25574994E+00
-20.62000E-03,+1.00625002E+00,+1.15625000E+00,+661.99994E-03
-20.60000E-03,+1.60000002E+00,+750.00000E-03,+568.24994E-03
-20.58000E-03,+2.19375002E+00,+781.25000E-03,+1.00574994E+00
-20.56000E-03,+2.53750002E+00,+1.21875000E+00,+1.75574994E+00
-20.54000E-03,+2.35000002E+00,+1.90625000E+00,+2.44324994E+00
-20.52000E-03,+1.81875002E+00,+2.43750000E+00,+2.72449994E+00
-20.50000E-03,+1.16250002E+00,+2.56250000E+00,+2.44324994E+00
-20.48000E-03,+756.25002E-03,+2.21875000E+00,+1.75574994E+00
-20.46000E-03,+756.25002E-03,+1.59375000E+00,+974.49994E-03
-20.44000E-03,+1.25625002E+00,+937.50000E-03,+568.24994E-03
-20.42000E-03,+1.91250002E+00,+718.75000E-03,+693.24994E-03
-20.40000E-03,+2.38125002E+00,+937.50000E-03,+1.28699994E+00
-20.38000E-03,+2.50625002E+00,+1.53125000E+00,+2.06824994E+00
-20.36000E-03,+2.13125002E+00,+2.15625000E+00,+2.63074994E+00
-20.34000E-03,+1.50625002E+00,+2.53125000E+00,+2.63074994E+00
-20.32000E-03,+912.50002E-03,+2.40625000E+00,+2.13074994E+00
-20.30000E-03,+725.00002E-03,+1.87500000E+00,+1.38074994E+00
-20.28000E-03,+1.03750002E+00,+1.21875000E+00,+755.74994E-03
-20.26000E-03,+1.60000002E+00,+812.50000E-03,+568.24994E-03
-20.24000E-03,+2.16250002E+00,+781.25000E-03,+974.49994E-03
-20.22000E-03,+2.47500002E+00,+1.25000000E+00,+1.75574994E+00
-20.20000E-03,+2.31875002E+00,+1.87500000E+00,+2.41199994E+00
-20.18000E-03,+1.75625002E+00,+2.37500000E+00,+2.66199994E+00
-20.16000E-03,+1.10000002E+00,+2.46875000E+00,+2.34949994E+00
-20.14000E-03,+725.00002E-03,+2.15625000E+00,+1.69324994E+00
-20.12000E-03,+850.00002E-03,+1.50000000E+00,+943.24994E-03
-20.10000E-03,+1.35000002E+00,+937.50000E-03,+630.74994E-03
-20.08000E-03,+2.03750002E+00,+781.25000E-03,+818.24994E-03
-20.06000E-03,+2.47500002E+00,+1.06250000E+00,+1.47449994E+00
-20.04000E-03,+2.44375002E+00,+1.68750000E+00,+2.22449994E+00
-20.02000E-03,+1.91250002E+00,+2.25000000E+00,+2.63074994E+00
-20.00000E-03,+1.28750002E+00,+2.50000000E+00,+2.47449994E+00
-19.98000E-03,+787.50002E-03,+2.21875000E+00,+1.88074994E+00
-19.96000E-03,+756.25002E-03,+1.68750000E+00,+1.13074994E+00
-19.94000E-03,+1.22500002E+00,+1.09375000E+00,+630.74994E-03
-19.92000E-03,+1.85000002E+00,+812.50000E-03,+724.49994E-03
-19.90000E-03,+2.35000002E+00,+937.50000E-03,+1.31824994E+00
-19.88000E-03,+2.47500002E+00,+1.50000000E+00,+2.03699994E+00
-19.86000E-03,+2.06875002E+00,+2.12500000E+00,+2.56824994E+00
-19.84000E-03,+1.41250002E+00,+2.40625000E+00,+2.56824994E+00
-19.82000E-03,+818.75002E-03,+2.31250000E+00,+2.00574994E+00
-19.80000E-03,+725.00002E-03,+1.78125000E+00,+1.25574994E+00
-19.78000E-03,+1.16250002E+00,+1.15625000E+00,+724.49994E-03
-19.76000E-03,+1.78750002E+00,+812.50000E-03,+724.49994E-03
-19.74000E-03,+2.35000002E+00,+937.50000E-03,+1.19324994E+00
-19.72000E-03,+2.47500002E+00,+1.46875000E+00,+1.94324994E+00
-19.70000E-03,+2.13125002E+00,+2.03125000E+00,+2.50574994E+00
-19.68000E-03,+1.44375002E+00,+2.40625000E+00,+2.59949994E+00
-19.66000E-03,+850.00002E-03,+2.34375000E+00,+2.06824994E+00
-19.64000E-03,+725.00002E-03,+1.81250000E+00,+1.28699994E+00
-19.62000E-03,+1.13125002E+00,+1.21875000E+00,+755.74994E-03
-19.60000E-03,+1.75625002E+00,+843.75000E-03,+661.99994E-03
-19.58000E-03,+2.35000002E+00,+906.25000E-03,+1.19324994E+00
-19.56000E-03,+2.50625002E+00,+1.37500000E+00,+1.94324994E+00
-19.54000E-03,+2.10000002E+00,+2.03125000E+00,+2.47449994E+00
-19.52000E-03,+1.41250002E+00,+2.37500000E+00,+2.53699994E+00
-19.50000E-03,+850.00002E-03,+2.34375000E+00,+2.06824994E+00
-19.48000E-03,+693.75002E-03,+1.84375000E+00,+1.31824994E+00
-19.46000E-03,+1.10000002E+00,+1.28125000E+00,+786.99994E-03
-19.44000E-03,+1.85000002E+00,+843.75000E-03,+724.49994E-03
-19.42000E-03,+2.41250002E+00,+968.75000E-03,+1.22449994E+00
-19.40000E-03,+2.50625002E+00,+1.43750000E+00,+1.97449994E+00
-19.38000E-03,+2.03750002E+00,+2.06250000E+00,+2.47449994E+00
-19.36000E-03,+1.35000002E+00,+2.37500000E+00,+2.50574994E+00
-19.34000E-03,+787.50002E-03,+2.28125000E+00,+2.00574994E+00
-19.32000E-03,+725.00002E-03,+1.78125000E+00,+1.28699994E+00
-19.30000E-03,+1.16250002E+00,+1.21875000E+00,+786.99994E-03
-19.28000E-03,+1.94375002E+00,+875.00000E-03,+786.99994E-03
-19.26000E-03,+2.41250002E+00,+1.03125000E+00,+1.31824994E+00
-19.24000E-03,+2.44375002E+00,+1.53125000E+00,+2.06824994E+00
-19.22000E-03,+1.94375002E+00,+2.09375000E+00,+2.47449994E+00
-19.20000E-03,+1.19375002E+00,+2.37500000E+00,+2.44324994E+00
-19.18000E-03,+756.25002E-03,+2.18750000E+00,+1.84949994E+00
-19.16000E-03,+850.00002E-03,+1.65625000E+00,+1.09949994E+00
-19.14000E-03,+1.35000002E+00,+1.09375000E+00,+661.99994E-03
-19.12000E-03,+2.06875002E+00,+906.25000E-03,+880.74994E-03
-19.10000E-03,+2.47500002E+00,+1.12500000E+00,+1.47449994E+00
-19.08000E-03,+2.38125002E+00,+1.65625000E+00,+2.22449994E+00
-19.06000E-03,+1.75625002E+00,+2.18750000E+00,+2.53699994E+00
-19.04000E-03,+1.06875002E+00,+2.37500000E+00,+2.31824994E+00
-19.02000E-03,+725.00002E-03,+2.06250000E+00,+1.66199994E+00
-19.00000E-03,+975.00002E-03,+1.53125000E+00,+974.49994E-03
-18.98000E-03,+1.60000002E+00,+1.03125000E+00,+755.74994E-03
-18.96000E-03,+2.25625002E+00,+937.50000E-03,+1.06824994E+00
-18.94000E-03,+2.50625002E+00,+1.25000000E+00,+1.72449994E+00
-18.92000E-03,+2.19375002E+00,+1.84375000E+00,+2.31824994E+00
-18.90000E-03,+1.50625002E+00,+2.28125000E+00,+2.50574994E+00
-18.88000E-03,+881.25002E-03,+2.31250000E+00,+2.06824994E+00
-18.86000E-03,+756.25002E-03,+1.84375000E+00,+1.41199994E+00
-18.84000E-03,+1.16250002E+00,+1.31250000E+00,+849.49994E-03
-18.82000E-03,+1.88125002E+00,+968.75000E-03,+786.99994E-03
-18.80000E-03,+2.44375002E+00,+1.03125000E+00,+1.28699994E+00
-18.78000E-03,+2.44375002E+00,+1.50000000E+00,+2.00574994E+00
-18.76000E-03,+1.88125002E+00,+2.06250000E+00,+2.47449994E+00
-18.74000E-03,+1.22500002E+00,+2.34375000E+00,+2.38074994E+00
-18.72000E-03,+725.00002E-03,+2.15625000E+00,+1.81824994E+00
-18.70000E-03,+881.25002E-03,+1.62500000E+00,+1.13074994E+00
-18.68000E-03,+1.50625002E+00,+1.09375000E+00,+755.74994E-03
-18.66000E-03,+2.19375002E+00,+937.50000E-03,+1.00574994E+00
-18.64000E-03,+2.50625002E+00,+1.21875000E+00,+1.63074994E+00
-18.62000E-03,+2.22500002E+00,+1.78125000E+00,+2.22449994E+00
-18.60000E-03,+1.53750002E+00,+2.21875000E+00,+2.50574994E+00
-18.58000E-03,+881.25002E-03,+2.34375000E+00,+2.09949994E+00
-18.56000E-03,+693.75002E-03,+1.90625000E+00,+1.41199994E+00
-18.54000E-03,+1.13125002E+00,+1.34375000E+00,+880.74994E-03
-18.52000E-03,+1.88125002E+00,+968.75000E-03,+818.24994E-03
-18.50000E-03,+2.41250002E+00,+1.03125000E+00,+1.28699994E+00
-18.48000E-03,+2.41250002E+00,+1.50000000E+00,+1.97449994E+00
-18.46000E-03,+1.85000002E+00,+2.09375000E+00,+2.44324994E+00
-18.44000E-03,+1.10000002E+00,+2.31250000E+00,+2.34949994E+00
-18.42000E-03,+725.00002E-03,+2.06250000E+00,+1.72449994E+00
-18.40000E-03,+943.75002E-03,+1.56250000E+00,+1.09949994E+00
-18.38000E-03,+1.60000002E+00,+1.06250000E+00,+818.24994E-03
-18.36000E-03,+2.25625002E+00,+968.75000E-03,+1.06824994E+00
-18.34000E-03,+2.47500002E+00,+1.31250000E+00,+1.72449994E+00
-18.32000E-03,+2.10000002E+00,+1.87500000E+00,+2.31824994E+00
-18.30000E-03,+1.31875002E+00,+2.25000000E+00,+2.41199994E+00
-18.28000E-03,+818.75002E-03,+2.21875000E+00,+1.97449994E+00
-18.26000E-03,+818.75002E-03,+1.75000000E+00,+1.28699994E+00
-18.24000E-03,+1.38125002E+00,+1.25000000E+00,+849.49994E-03
-18.22000E-03,+2.10000002E+00,+1.00000000E+00,+911.99994E-03
-18.20000E-03,+2.50625002E+00,+1.15625000E+00,+1.53699994E+00
-18.18000E-03,+2.25625002E+00,+1.68750000E+00,+2.19324994E+00
-18.16000E-03,+1.56875002E+00,+2.18750000E+00,+2.41199994E+00
-18.14000E-03,+912.50002E-03,+2.25000000E+00,+2.16199994E+00
-18.12000E-03,+756.25002E-03,+1.90625000E+00,+1.44324994E+00
-18.10000E-03,+1.19375002E+00,+1.31250000E+00,+943.24994E-03
-18.08000E-03,+2.00625002E+00,+1.03125000E+00,+880.74994E-03
-18.06000E-03,+2.44375002E+00,+1.09375000E+00,+1.41199994E+00
-18.04000E-03,+2.38125002E+00,+1.53125000E+00,+2.06824994E+00
-18.02000E-03,+1.75625002E+00,+2.09375000E+00,+2.41199994E+00
-18.00000E-03,+1.00625002E+00,+2.28125000E+00,+2.16199994E+00
-17.98000E-03,+725.00002E-03,+2.03125000E+00,+1.59949994E+00
-17.96000E-03,+1.10000002E+00,+1.50000000E+00,+1.03699994E+00
-17.94000E-03,+1.85000002E+00,+1.06250000E+00,+849.49994E-03
