x-axis,1,2,3
-17.92000E-03,+2.41250002E+00,+1.06250000E+00,+1.25574994E+00
-17.90000E-03,+2.38125002E+00,+1.46875000E+00,+1.94324994E+00
-17.88000E-03,+1.81875002E+00,+2.00000000E+00,+2.41199994E+00
-17.86000E-03,+1.06875002E+00,+2.25000000E+00,+2.28699994E+00
-17.84000E-03,+756.25002E-03,+2.03125000E+00,+1.72449994E+00
-17.82000E-03,+1.00625002E+00,+1.53125000E+00,+1.03699994E+00
-17.80000E-03,+1.78750002E+00,+1.12500000E+00,+849.49994E-03
-17.78000E-03,+2.38125002E+00,+1.03125000E+00,+1.22449994E+00
-17.76000E-03,+2.44375002E+00,+1.40625000E+00,+1.84949994E+00
-17.74000E-03,+1.91250002E+00,+1.96875000E+00,+2.31824994E+00
-17.72000E-03,+1.13125002E+00,+2.25000000E+00,+2.31824994E+00
-17.70000E-03,+725.00002E-03,+2.06250000E+00,+1.78699994E+00
-17.68000E-03,+1.00625002E+00,+1.56250000E+00,+1.09949994E+00
-17.66000E-03,+1.72500002E+00,+1.12500000E+00,+849.49994E-03
-17.64000E-03,+2.35000002E+00,+1.06250000E+00,+1.19324994E+00
-17.62000E-03,+2.44375002E+00,+1.40625000E+00,+1.84949994E+00
-17.60000E-03,+1.91250002E+00,+1.93750000E+00,+2.34949994E+00
-17.58000E-03,+1.16250002E+00,+2.21875000E+00,+2.28699994E+00
-17.56000E-03,+725.00002E-03,+2.06250000E+00,+1.72449994E+00
-17.54000E-03,+975.00002E-03,+1.59375000E+00,+1.09949994E+00
-17.52000E-03,+1.72500002E+00,+1.12500000E+00,+880.74994E-03
-17.50000E-03,+2.35000002E+00,+1.06250000E+00,+1.19324994E+00
-17.48000E-03,+2.44375002E+00,+1.43750000E+00,+1.84949994E+00
-17.46000E-03,+1.88125002E+00,+1.90625000E+00,+2.31824994E+00
-17.44000E-03,+1.10000002E+00,+2.25000000E+00,+2.25574994E+00
-17.42000E-03,+725.00002E-03,+2.06250000E+00,+1.72449994E+00
-17.40000E-03,+1.00625002E+00,+1.53125000E+00,+1.09949994E+00
-17.38000E-03,+1.75625002E+00,+1.09375000E+00,+943.24994E-03
-17.36000E-03,+2.41250002E+00,+1.09375000E+00,+1.25574994E+00
-17.34000E-03,+2.44375002E+00,+1.46875000E+00,+1.88074994E+00
-17.32000E-03,+1.78750002E+00,+1.96875000E+00,+2.31824994E+00
-17.30000E-03,+1.03750002E+00,+2.18750000E+00,+2.19324994E+00
-17.28000E-03,+693.75002E-03,+2.00000000E+00,+1.66199994E+00
-17.26000E-03,+1.16250002E+00,+1.50000000E+00,+1.06824994E+00
-17.24000E-03,+1.88125002E+00,+1.12500000E+00,+911.99994E-03
-17.22000E-03,+2.47500002E+00,+1.15625000E+00,+1.31824994E+00
-17.20000E-03,+2.31875002E+00,+1.56250000E+00,+2.00574994E+00
-17.18000E-03,+1.66250002E+00,+2.03125000E+00,+2.34949994E+00
-17.16000E-03,+943.75002E-03,+2.18750000E+00,+2.16199994E+00
-17.14000E-03,+725.00002E-03,+1.90625000E+00,+1.53699994E+00
-17.12000E-03,+1.28750002E+00,+1.40625000E+00,+1.03699994E+00
-17.10000E-03,+2.03750002E+00,+1.06250000E+00,+1.00574994E+00
-17.08000E-03,+2.47500002E+00,+1.21875000E+00,+1.50574994E+00
-17.06000E-03,+2.22500002E+00,+1.62500000E+00,+2.13074994E+00
-17.04000E-03,+1.50625002E+00,+2.09375000E+00,+2.34949994E+00
-17.02000E-03,+818.75002E-03,+2.12500000E+00,+2.00574994E+00
-17.00000E-03,+787.50002E-03,+1.75000000E+00,+1.41199994E+00
-16.98000E-03,+1.47500002E+00,+1.31250000E+00,+974.49994E-03
-16.96000E-03,+2.22500002E+00,+1.03125000E+00,+1.06824994E+00
-16.94000E-03,+2.50625002E+00,+1.28125000E+00,+1.66199994E+00
-16.92000E-03,+2.06875002E+00,+1.78125000E+00,+2.19324994E+00
-16.90000E-03,+1.22500002E+00,+2.12500000E+00,+2.28699994E+00
-16.88000E-03,+725.00002E-03,+2.12500000E+00,+1.84949994E+00
-16.86000E-03,+943.75002E-03,+1.65625000E+00,+1.25574994E+00
-16.84000E-03,+1.66250002E+00,+1.21875000E+00,+943.24994E-03
-16.82000E-03,+2.41250002E+00,+1.09375000E+00,+1.22449994E+00
-16.80000E-03,+2.41250002E+00,+1.43750000E+00,+1.84949994E+00
-16.78000E-03,+1.81875002E+00,+1.90625000E+00,+2.28699994E+00
-16.76000E-03,+1.00625002E+00,+2.18750000E+00,+2.19324994E+00
-16.74000E-03,+756.25002E-03,+1.93750000E+00,+1.63074994E+00
-16.72000E-03,+1.16250002E+00,+1.46875000E+00,+1.03699994E+00
-16.70000E-03,+2.00625002E+00,+1.15625000E+00,+1.03699994E+00
-16.68000E-03,+2.44375002E+00,+1.18750000E+00,+1.47449994E+00
-16.66000E-03,+2.25625002E+00,+1.59375000E+00,+2.03699994E+00
-16.64000E-03,+1.44375002E+00,+2.06250000E+00,+2.28699994E+00
-16.62000E-03,+787.50002E-03,+2.12500000E+00,+1.97449994E+00
-16.60000E-03,+818.75002E-03,+1.78125000E+00,+1.38074994E+00
-16.58000E-03,+1.47500002E+00,+1.31250000E+00,+974.49994E-03
-16.56000E-03,+2.25625002E+00,+1.09375000E+00,+1.16199994E+00
-16.54000E-03,+2.47500002E+00,+1.34375000E+00,+1.72449994E+00
-16.52000E-03,+1.94375002E+00,+1.84375000E+00,+2.19324994E+00
-16.50000E-03,+1.13125002E+00,+2.12500000E+00,+2.22449994E+00
-16.48000E-03,+693.75002E-03,+1.96875000E+00,+1.72449994E+00
-16.46000E-03,+1.10000002E+00,+1.56250000E+00,+1.16199994E+00
-16.44000E-03,+1.91250002E+00,+1.18750000E+00,+1.00574994E+00
-16.42000E-03,+2.44375002E+00,+1.15625000E+00,+1.34949994E+00
-16.40000E-03,+2.31875002E+00,+1.59375000E+00,+1.97449994E+00
-16.38000E-03,+1.56875002E+00,+2.00000000E+00,+2.28699994E+00
-16.36000E-03,+881.25002E-03,+2.12500000E+00,+2.00574994E+00
-16.34000E-03,+850.00002E-03,+1.81250000E+00,+1.44324994E+00
-16.32000E-03,+1.50625002E+00,+1.34375000E+00,+1.00574994E+00
-16.30000E-03,+2.28750002E+00,+1.15625000E+00,+1.13074994E+00
-16.28000E-03,+2.47500002E+00,+1.34375000E+00,+1.69324994E+00
-16.26000E-03,+1.91250002E+00,+1.84375000E+00,+2.16199994E+00
-16.24000E-03,+1.10000002E+00,+2.09375000E+00,+2.16199994E+00
-16.22000E-03,+725.00002E-03,+2.00000000E+00,+1.69324994E+00
-16.20000E-03,+1.10000002E+00,+1.53125000E+00,+1.13074994E+00
-16.18000E-03,+1.97500002E+00,+1.18750000E+00,+1.03699994E+00
-16.16000E-03,+2.47500002E+00,+1.21875000E+00,+1.44324994E+00
-16.14000E-03,+2.22500002E+00,+1.62500000E+00,+2.00574994E+00
-16.12000E-03,+1.44375002E+00,+2.03125000E+00,+2.22449994E+00
-16.10000E-03,+787.50002E-03,+2.09375000E+00,+1.97449994E+00
-16.08000E-03,+881.25002E-03,+1.75000000E+00,+1.31824994E+00
-16.06000E-03,+1.63125002E+00,+1.28125000E+00,+1.00574994E+00
-16.04000E-03,+2.38125002E+00,+1.15625000E+00,+1.22449994E+00
-16.02000E-03,+2.47500002E+00,+1.43750000E+00,+1.78699994E+00
-16.00000E-03,+1.75625002E+00,+1.90625000E+00,+2.22449994E+00
-15.98000E-03,+943.75002E-03,+2.09375000E+00,+2.06824994E+00
-15.96000E-03,+725.00002E-03,+1.87500000E+00,+1.53699994E+00
-15.94000E-03,+1.31875002E+00,+1.43750000E+00,+1.06824994E+00
-15.92000E-03,+2.19375002E+00,+1.12500000E+00,+1.09949994E+00
-15.90000E-03,+2.44375002E+00,+1.31250000E+00,+1.56824994E+00
-15.88000E-03,+2.03750002E+00,+1.75000000E+00,+2.16199994E+00
-15.86000E-03,+1.16250002E+00,+2.09375000E+00,+2.25574994E+00
-15.84000E-03,+725.00002E-03,+2.00000000E+00,+1.75574994E+00
-15.82000E-03,+1.10000002E+00,+1.56250000E+00,+1.19324994E+00
-15.80000E-03,+1.94375002E+00,+1.25000000E+00,+1.03699994E+00
-15.78000E-03,+2.47500002E+00,+1.21875000E+00,+1.44324994E+00
-15.76000E-03,+2.22500002E+00,+1.59375000E+00,+2.00574994E+00
-15.74000E-03,+1.41250002E+00,+2.00000000E+00,+2.19324994E+00
-15.72000E-03,+756.25002E-03,+2.06250000E+00,+1.84949994E+00
-15.70000E-03,+912.50002E-03,+1.71875000E+00,+1.31824994E+00
-15.68000E-03,+1.72500002E+00,+1.31250000E+00,+1.00574994E+00
-15.66000E-03,+2.41250002E+00,+1.18750000E+00,+1.25574994E+00
-15.64000E-03,+2.35000002E+00,+1.46875000E+00,+1.88074994E+00
-15.62000E-03,+1.56875002E+00,+1.93750000E+00,+2.19324994E+00
-15.60000E-03,+850.00002E-03,+2.06250000E+00,+2.03699994E+00
-15.58000E-03,+787.50002E-03,+1.78125000E+00,+1.47449994E+00
-15.56000E-03,+1.53750002E+00,+1.40625000E+00,+1.03699994E+00
-15.54000E-03,+2.31875002E+00,+1.18750000E+00,+1.22449994E+00
-15.52000E-03,+2.47500002E+00,+1.40625000E+00,+1.72449994E+00
-15.50000E-03,+1.78750002E+00,+1.87500000E+00,+2.16199994E+00
-15.48000E-03,+975.00002E-03,+2.06250000E+00,+2.13074994E+00
-15.46000E-03,+756.25002E-03,+1.87500000E+00,+1.50574994E+00
-15.44000E-03,+1.35000002E+00,+1.43750000E+00,+1.06824994E+00
-15.42000E-03,+2.25625002E+00,+1.18750000E+00,+1.13074994E+00
-15.40000E-03,+2.47500002E+00,+1.34375000E+00,+1.63074994E+00
-15.38000E-03,+1.94375002E+00,+1.75000000E+00,+2.13074994E+00
-15.36000E-03,+1.03750002E+00,+2.09375000E+00,+2.16199994E+00
-15.34000E-03,+725.00002E-03,+1.93750000E+00,+1.63074994E+00
-15.32000E-03,+1.25625002E+00,+1.50000000E+00,+1.13074994E+00
-15.30000E-03,+2.13125002E+00,+1.18750000E+00,+1.16199994E+00
-15.28000E-03,+2.47500002E+00,+1.31250000E+00,+1.56824994E+00
-15.26000E-03,+2.03750002E+00,+1.71875000E+00,+2.09949994E+00
-15.24000E-03,+1.13125002E+00,+2.06250000E+00,+2.16199994E+00
-15.22000E-03,+693.75002E-03,+1.93750000E+00,+1.69324994E+00
-15.20000E-03,+1.16250002E+00,+1.53125000E+00,+1.19324994E+00
-15.18000E-03,+2.10000002E+00,+1.25000000E+00,+1.09949994E+00
-15.16000E-03,+2.53750002E+00,+1.31250000E+00,+1.56824994E+00
-15.14000E-03,+2.03750002E+00,+1.68750000E+00,+2.03699994E+00
-15.12000E-03,+1.16250002E+00,+2.06250000E+00,+2.16199994E+00
-15.10000E-03,+693.75002E-03,+1.96875000E+00,+1.69324994E+00
-15.08000E-03,+1.16250002E+00,+1.56250000E+00,+1.22449994E+00
-15.06000E-03,+2.06875002E+00,+1.25000000E+00,+1.09949994E+00
-15.04000E-03,+2.47500002E+00,+1.28125000E+00,+1.50574994E+00
-15.02000E-03,+2.06875002E+00,+1.65625000E+00,+2.03699994E+00
-15.00000E-03,+1.19375002E+00,+1.96875000E+00,+2.16199994E+00
-14.98000E-03,+693.75002E-03,+2.00000000E+00,+1.75574994E+00
-14.96000E-03,+1.13125002E+00,+1.56250000E+00,+1.19324994E+00
-14.94000E-03,+2.03750002E+00,+1.25000000E+00,+1.13074994E+00
-14.92000E-03,+2.47500002E+00,+1.31250000E+00,+1.50574994E+00
-14.90000E-03,+2.13125002E+00,+1.65625000E+00,+2.03699994E+00
-14.88000E-03,+1.19375002E+00,+2.03125000E+00,+2.16199994E+00
-14.86000E-03,+725.00002E-03,+1.93750000E+00,+1.75574994E+00
-14.84000E-03,+1.13125002E+00,+1.56250000E+00,+1.19324994E+00
-14.82000E-03,+2.03750002E+00,+1.21875000E+00,+1.13074994E+00
-14.80000E-03,+2.53750002E+00,+1.31250000E+00,+1.53699994E+00
-14.78000E-03,+2.03750002E+00,+1.71875000E+00,+2.03699994E+00
-14.76000E-03,+1.13125002E+00,+2.00000000E+00,+2.09949994E+00
-14.74000E-03,+725.00002E-03,+1.93750000E+00,+1.69324994E+00
-14.72000E-03,+1.25625002E+00,+1.53125000E+00,+1.19324994E+00
-14.70000E-03,+2.13125002E+00,+1.21875000E+00,+1.13074994E+00
-14.68000E-03,+2.50625002E+00,+1.34375000E+00,+1.59949994E+00
-14.66000E-03,+2.00625002E+00,+1.71875000E+00,+2.03699994E+00
-14.64000E-03,+1.10000002E+00,+2.03125000E+00,+2.13074994E+00
-14.62000E-03,+725.00002E-03,+1.90625000E+00,+1.66199994E+00
-14.60000E-03,+1.35000002E+00,+1.50000000E+00,+1.16199994E+00
-14.58000E-03,+2.22500002E+00,+1.21875000E+00,+1.16199994E+00
-14.56000E-03,+2.44375002E+00,+1.37500000E+00,+1.63074994E+00
-14.54000E-03,+1.88125002E+00,+1.78125000E+00,+2.09949994E+00
-14.52000E-03,+943.75002E-03,+2.03125000E+00,+2.03699994E+00
-14.50000E-03,+756.25002E-03,+1.84375000E+00,+1.56824994E+00
-14.48000E-03,+1.44375002E+00,+1.46875000E+00,+1.16199994E+00
-14.46000E-03,+2.25625002E+00,+1.28125000E+00,+1.22449994E+00
-14.44000E-03,+2.44375002E+00,+1.43750000E+00,+1.72449994E+00
-14.42000E-03,+1.72500002E+00,+1.84375000E+00,+2.13074994E+00
-14.40000E-03,+850.00002E-03,+2.03125000E+00,+2.03699994E+00
-14.38000E-03,+818.75002E-03,+1.78125000E+00,+1.47449994E+00
-14.36000E-03,+1.63125002E+00,+1.40625000E+00,+1.13074994E+00
-14.34000E-03,+2.41250002E+00,+1.21875000E+00,+1.28699994E+00
-14.32000E-03,+2.38125002E+00,+1.46875000E+00,+1.84949994E+00
-14.30000E-03,+1.50625002E+00,+1.87500000E+00,+2.16199994E+00
-14.28000E-03,+756.25002E-03,+2.00000000E+00,+1.94324994E+00
-14.26000E-03,+912.50002E-03,+1.71875000E+00,+1.38074994E+00
-14.24000E-03,+1.81875002E+00,+1.31250000E+00,+1.13074994E+00
-14.22000E-03,+2.44375002E+00,+1.28125000E+00,+1.41199994E+00
-14.20000E-03,+2.25625002E+00,+1.59375000E+00,+1.97449994E+00
-14.18000E-03,+1.28750002E+00,+1.96875000E+00,+2.13074994E+00
-14.16000E-03,+725.00002E-03,+1.96875000E+00,+1.75574994E+00
-14.14000E-03,+1.13125002E+00,+1.62500000E+00,+1.25574994E+00
-14.12000E-03,+2.06875002E+00,+1.28125000E+00,+1.16199994E+00
-14.10000E-03,+2.50625002E+00,+1.34375000E+00,+1.50574994E+00
-14.08000E-03,+2.00625002E+00,+1.68750000E+00,+2.03699994E+00
-14.06000E-03,+1.06875002E+00,+2.00000000E+00,+2.09949994E+00
-14.04000E-03,+725.00002E-03,+1.87500000E+00,+1.63074994E+00
-14.02000E-03,+1.35000002E+00,+1.53125000E+00,+1.19324994E+00
-14.00000E-03,+2.22500002E+00,+1.25000000E+00,+1.19324994E+00
-13.98000E-03,+2.44375002E+00,+1.43750000E+00,+1.69324994E+00
-13.96000E-03,+1.69375002E+00,+1.84375000E+00,+2.13074994E+00
-13.94000E-03,+881.25002E-03,+2.03125000E+00,+1.97449994E+00
-13.92000E-03,+818.75002E-03,+1.78125000E+00,+1.47449994E+00
-13.90000E-03,+1.69375002E+00,+1.40625000E+00,+1.13074994E+00
-13.88000E-03,+2.44375002E+00,+1.25000000E+00,+1.31824994E+00
-13.86000E-03,+2.28750002E+00,+1.56250000E+00,+1.88074994E+00
-13.84000E-03,+1.38125002E+00,+1.90625000E+00,+2.13074994E+00
-13.82000E-03,+725.00002E-03,+1.93750000E+00,+1.84949994E+00
-13.80000E-03,+1.03750002E+00,+1.62500000E+00,+1.28699994E+00
-13.78000E-03,+2.00625002E+00,+1.31250000E+00,+1.16199994E+00
-13.76000E-03,+2.53750002E+00,+1.37500000E+00,+1.53699994E+00
-13.74000E-03,+2.00625002E+00,+1.68750000E+00,+2.03699994E+00
-13.72000E-03,+1.06875002E+00,+2.00000000E+00,+2.06824994E+00
-13.70000E-03,+756.25002E-03,+1.87500000E+00,+1.59949994E+00
-13.68000E-03,+1.41250002E+00,+1.50000000E+00,+1.19324994E+00
-13.66000E-03,+2.28750002E+00,+1.25000000E+00,+1.25574994E+00
-13.64000E-03,+2.41250002E+00,+1.40625000E+00,+1.72449994E+00
-13.62000E-03,+1.60000002E+00,+1.84375000E+00,+2.13074994E+00
-13.60000E-03,+818.75002E-03,+1.96875000E+00,+1.94324994E+00
-13.58000E-03,+912.50002E-03,+1.71875000E+00,+1.38074994E+00
-13.56000E-03,+1.81875002E+00,+1.37500000E+00,+1.13074994E+00
-13.54000E-03,+2.47500002E+00,+1.31250000E+00,+1.44324994E+00
-13.52000E-03,+2.13125002E+00,+1.56250000E+00,+1.97449994E+00
-13.50000E-03,+1.22500002E+00,+1.93750000E+00,+2.06824994E+00
-13.48000E-03,+693.75002E-03,+1.90625000E+00,+1.69324994E+00
-13.46000E-03,+1.22500002E+00,+1.56250000E+00,+1.22449994E+00
-13.44000E-03,+2.25625002E+00,+1.31250000E+00,+1.19324994E+00
-13.42000E-03,+2.47500002E+00,+1.37500000E+00,+1.69324994E+00
-13.40000E-03,+1.72500002E+00,+1.81250000E+00,+2.09949994E+00
-13.38000E-03,+850.00002E-03,+1.96875000E+00,+1.97449994E+00
-13.36000E-03,+881.25002E-03,+1.75000000E+00,+1.44324994E+00
-13.34000E-03,+1.78750002E+00,+1.40625000E+00,+1.16199994E+00
-13.32000E-03,+2.47500002E+00,+1.31250000E+00,+1.38074994E+00
-13.30000E-03,+2.22500002E+00,+1.56250000E+00,+1.94324994E+00
-13.28000E-03,+1.22500002E+00,+1.90625000E+00,+2.09949994E+00
-13.26000E-03,+662.50002E-03,+1.93750000E+00,+1.75574994E+00
-13.24000E-03,+1.19375002E+00,+1.56250000E+00,+1.25574994E+00
-13.22000E-03,+2.19375002E+00,+1.34375000E+00,+1.22449994E+00
-13.20000E-03,+2.44375002E+00,+1.40625000E+00,+1.72449994E+00
-13.18000E-03,+1.75625002E+00,+1.78125000E+00,+2.09949994E+00
-13.16000E-03,+850.00002E-03,+1.96875000E+00,+1.94324994E+00
-13.14000E-03,+881.25002E-03,+1.75000000E+00,+1.44324994E+00
-13.12000E-03,+1.81875002E+00,+1.40625000E+00,+1.16199994E+00
-13.10000E-03,+2.47500002E+00,+1.31250000E+00,+1.44324994E+00
-13.08000E-03,+2.16250002E+00,+1.62500000E+00,+1.91199994E+00
-13.06000E-03,+1.16250002E+00,+1.93750000E+00,+2.06824994E+00
-13.04000E-03,+662.50002E-03,+1.87500000E+00,+1.69324994E+00
-13.02000E-03,+1.31875002E+00,+1.53125000E+00,+1.22449994E+00
-13.00000E-03,+2.25625002E+00,+1.31250000E+00,+1.22449994E+00
-12.98000E-03,+2.41250002E+00,+1.46875000E+00,+1.75574994E+00
-12.96000E-03,+1.60000002E+00,+1.81250000E+00,+2.06824994E+00
-12.94000E-03,+787.50002E-03,+2.00000000E+00,+1.88074994E+00
-12.92000E-03,+975.00002E-03,+1.68750000E+00,+1.41199994E+00
-12.90000E-03,+1.94375002E+00,+1.37500000E+00,+1.19324994E+00
-12.88000E-03,+2.47500002E+00,+1.34375000E+00,+1.50574994E+00
-12.86000E-03,+1.97500002E+00,+1.68750000E+00,+2.03699994E+00
-12.84000E-03,+1.00625002E+00,+1.93750000E+00,+2.06824994E+00
-12.82000E-03,+756.25002E-03,+1.84375000E+00,+1.59949994E+00
-12.80000E-03,+1.60000002E+00,+1.43750000E+00,+1.22449994E+00
-12.78000E-03,+2.41250002E+00,+1.31250000E+00,+1.31824994E+00
-12.76000E-03,+2.31875002E+00,+1.50000000E+00,+1.84949994E+00
-12.74000E-03,+1.35000002E+00,+1.84375000E+00,+2.06824994E+00
-12.72000E-03,+725.00002E-03,+1.90625000E+00,+1.78699994E+00
-12.70000E-03,+1.19375002E+00,+1.56250000E+00,+1.28699994E+00
-12.68000E-03,+2.19375002E+00,+1.31250000E+00,+1.22449994E+00
-12.66000E-03,+2.47500002E+00,+1.40625000E+00,+1.66199994E+00
-12.64000E-03,+1.72500002E+00,+1.78125000E+00,+2.06824994E+00
-12.62000E-03,+787.50002E-03,+1.93750000E+00,+1.91199994E+00
-12.60000E-03,+975.00002E-03,+1.71875000E+00,+1.44324994E+00
-12.58000E-03,+1.88125002E+00,+1.37500000E+00,+1.16199994E+00
-12.56000E-03,+2.47500002E+00,+1.34375000E+00,+1.50574994E+00
-12.54000E-03,+2.03750002E+00,+1.68750000E+00,+1.97449994E+00
-12.52000E-03,+1.03750002E+00,+1.93750000E+00,+2.03699994E+00
-12.50000E-03,+787.50002E-03,+1.81250000E+00,+1.56824994E+00
-12.48000E-03,+1.60000002E+00,+1.50000000E+00,+1.19324994E+00
-12.46000E-03,+2.41250002E+00,+1.31250000E+00,+1.31824994E+00
-12.44000E-03,+2.25625002E+00,+1.56250000E+00,+1.84949994E+00
-12.42000E-03,+1.28750002E+00,+1.90625000E+00,+2.06824994E+00
-12.40000E-03,+693.75002E-03,+1.87500000E+00,+1.69324994E+00
-12.38000E-03,+1.25625002E+00,+1.56250000E+00,+1.28699994E+00
-12.36000E-03,+2.28750002E+00,+1.34375000E+00,+1.28699994E+00
-12.34000E-03,+2.41250002E+00,+1.46875000E+00,+1.72449994E+00
-12.32000E-03,+1.53750002E+00,+1.81250000E+00,+2.06824994E+00
-12.30000E-03,+756.25002E-03,+1.90625000E+00,+1.84949994E+00
-12.28000E-03,+1.06875002E+00,+1.65625000E+00,+1.38074994E+00
-12.26000E-03,+2.03750002E+00,+1.37500000E+00,+1.22449994E+00
-12.24000E-03,+2.47500002E+00,+1.40625000E+00,+1.59949994E+00
-12.22000E-03,+1.78750002E+00,+1.71875000E+00,+2.03699994E+00
-12.20000E-03,+881.25002E-03,+1.93750000E+00,+1.91199994E+00
-12.18000E-03,+881.25002E-03,+1.71875000E+00,+1.47449994E+00
-12.16000E-03,+1.88125002E+00,+1.37500000E+00,+1.19324994E+00
-12.14000E-03,+2.53750002E+00,+1.34375000E+00,+1.50574994E+00
-12.12000E-03,+2.00625002E+00,+1.62500000E+00,+1.94324994E+00
-12.10000E-03,+1.00625002E+00,+1.90625000E+00,+2.00574994E+00
-12.08000E-03,+787.50002E-03,+1.81250000E+00,+1.56824994E+00
-12.06000E-03,+1.66250002E+00,+1.46875000E+00,+1.25574994E+00
-12.04000E-03,+2.44375002E+00,+1.34375000E+00,+1.41199994E+00
-12.02000E-03,+2.19375002E+00,+1.56250000E+00,+1.84949994E+00
-12.00000E-03,+1.16250002E+00,+1.87500000E+00,+2.00574994E+00
-11.98000E-03,+725.00002E-03,+1.84375000E+00,+1.66199994E+00
-11.96000E-03,+1.47500002E+00,+1.53125000E+00,+1.22449994E+00
-11.94000E-03,+2.41250002E+00,+1.31250000E+00,+1.34949994E+00
-11.92000E-03,+2.31875002E+00,+1.53125000E+00,+1.81824994E+00
-11.90000E-03,+1.28750002E+00,+1.84375000E+00,+2.03699994E+00
-11.88000E-03,+725.00002E-03,+1.87500000E+00,+1.72449994E+00
-11.86000E-03,+1.31875002E+00,+1.56250000E+00,+1.25574994E+00
-11.84000E-03,+2.28750002E+00,+1.34375000E+00,+1.28699994E+00
-11.82000E-03,+2.38125002E+00,+1.50000000E+00,+1.75574994E+00
-11.80000E-03,+1.44375002E+00,+1.84375000E+00,+2.03699994E+00
-11.78000E-03,+725.00002E-03,+1.90625000E+00,+1.75574994E+00
-11.76000E-03,+1.16250002E+00,+1.62500000E+00,+1.31824994E+00
-11.74000E-03,+2.25625002E+00,+1.34375000E+00,+1.28699994E+00
-11.72000E-03,+2.44375002E+00,+1.46875000E+00,+1.69324994E+00
-11.70000E-03,+1.53750002E+00,+1.78125000E+00,+2.03699994E+00
-11.68000E-03,+725.00002E-03,+1.90625000E+00,+1.81824994E+00
-11.66000E-03,+1.13125002E+00,+1.62500000E+00,+1.34949994E+00
-11.64000E-03,+2.16250002E+00,+1.37500000E+00,+1.25574994E+00
-11.62000E-03,+2.44375002E+00,+1.43750000E+00,+1.63074994E+00
-11.60000E-03,+1.66250002E+00,+1.78125000E+00,+2.03699994E+00
-11.58000E-03,+787.50002E-03,+1.93750000E+00,+1.88074994E+00
-11.56000E-03,+1.00625002E+00,+1.65625000E+00,+1.38074994E+00
-11.54000E-03,+2.06875002E+00,+1.40625000E+00,+1.22449994E+00
-11.52000E-03,+2.44375002E+00,+1.40625000E+00,+1.63074994E+00
-11.50000E-03,+1.69375002E+00,+1.71875000E+00,+2.03699994E+00
-11.48000E-03,+818.75002E-03,+1.90625000E+00,+1.91199994E+00
-11.46000E-03,+1.00625002E+00,+1.68750000E+00,+1.41199994E+00
-11.44000E-03,+2.03750002E+00,+1.40625000E+00,+1.25574994E+00
-11.42000E-03,+2.47500002E+00,+1.40625000E+00,+1.63074994E+00
-11.40000E-03,+1.75625002E+00,+1.71875000E+00,+2.00574994E+00
-11.38000E-03,+787.50002E-03,+1.93750000E+00,+1.94324994E+00
-11.36000E-03,+1.00625002E+00,+1.71875000E+00,+1.44324994E+00
-11.34000E-03,+2.00625002E+00,+1.37500000E+00,+1.19324994E+00
-11.32000E-03,+2.47500002E+00,+1.40625000E+00,+1.59949994E+00
-11.30000E-03,+1.81875002E+00,+1.75000000E+00,+2.00574994E+00
